OPIS Truckstop ID,Truckstop Name,Address,City,State,Rack ID,Retail Price,lat,lon
67027,FLYING J FUEL STOP #806,HWY 11,Kapuskasing,ON,460,5.29928094,,
67027,FLYING J FUEL STOP #806,HWY 11,Kapuskasing,ON,460,5.28836504,,
67030,LOVES TRAVEL STOP #337,"I-90 & I-35, EXIT 11",Albert Lea,MN,515,4.089,43.648013,-93.368266
67031,FLYING J CARDLOCK #798,HWY 91,Delta,BC,800,5.17963978,38.745439,-108.071099
67031,FLYING J CARDLOCK #798,HWY 91,Delta,BC,800,5.17697241,38.745439,-108.071099
67031,FLYING J CARDLOCK #798,HWY 91,Delta,BC,800,5.18765839,38.745439,-108.071099
67031,FLYING J CARDLOCK #798,HWY 91,Delta,BC,800,5.17811523,38.745439,-108.071099
67031,FLYING J CARDLOCK #798,HWY 91,Delta,BC,800,5.18842336,38.745439,-108.071099
67031,FLYING J CARDLOCK #798,HWY 91,Delta,BC,800,5.1758301,38.745439,-108.071099
67034,LOVES TRAVEL STOP #356,"I-75, EXIT 167",North Baltimore,OH,550,3.34733333,41.18283,-83.678267
67037,LOVES TRAVEL STOP #332,I-71 EXIT 204,Burbank,OH,305,3.689,40.988667,-81.994868
67038,PILOT TRAVEL CENTERS #260,US-82/SR-520 & SR-300,Albany,GA,10,3.799,31.578206,-84.155681
67038,PILOT TRAVEL CENTER #260,US-82/SR-520 & SR-300,Albany,GA,10,3.799,31.578206,-84.155681
67039,ROAD RANGER #145,"I-44, EXIT 275",Fenton,MO,540,3.359,38.513199,-90.440058
67040,FLYING J TRAVEL PLAZA #603,US-431/SR-210 & US-231/SR-1,Dothan,AL,20,3.999,31.223728,-85.393438
67041,CIRCLE K #4707040,"I-95, EXIT 133 & US-201",Skowhegan,ME,170,3.72566666,44.755863,-69.66563
67044,PILOT TRAVEL CENTER #1212,"I-10, EXIT 45",Salome,AZ,930,3.959,33.778407,-113.604055
67044,PILOT #1212,"I-10, EXIT 45",Salome,AZ,930,3.959,33.778407,-113.604055
67047,Circle K #2746490,"I-90, EXIT 332",Mitchell,SD,455,3.064,43.70953,-98.025379
67049,FLYING J TRAVEL PLAZA #785,"HWY 2, EXIT 240",Calgary                                 ,AB,50,4.59317483,31.6174,-94.119362
67049,FLYING J TRAVEL PLAZA #785,"HWY 2, EXIT 240",Calgary                                 ,AB,50,4.59216111,31.6174,-94.119362
67049,FLYING J TRAVEL PLAZA #785,"HWY 2, EXIT 240",Calgary                                 ,AB,50,4.59114784,31.6174,-94.119362
67049,FLYING J TRAVEL PLAZA #785,"HWY 2, EXIT 240",Calgary                                 ,AB,50,4.60163996,31.6174,-94.119362
67049,FLYING J TRAVEL PLAZA #785,"HWY 2, EXIT 240",Calgary                                 ,AB,50,4.60231851,31.6174,-94.119362
67049,FLYING J TRAVEL PLAZA #785,"HWY 2, EXIT 240",Calgary                                 ,AB,50,4.59452716,31.6174,-94.119362
67051,PILOT TRAVEL CENTERS #208,"I-44, EXIT 257",Pacific                                 ,MO,540,3.324,38.481809,-90.741586
67053,TA LAREDO TRAVEL CENTER,"I-35/US-83, EXIT 13",Laredo,TX,693,3.649,27.507921,-99.506983
67054,LOVES TRAVEL STOPS #436,"I-80, EXIT 118",Salt Lake City,UT,835,3.649,40.75962,-111.886797
67054,LOVES TRAVEL STOP #436,"I-80, EXIT 118",Salt Lake City,UT,835,3.777,40.75962,-111.886797
67055,FLYING J TRAVEL PLAZA #641,I-15,Mccammon,ID,825,3.749,42.650472,-112.193022
67056,Arco,US-2 & US-59,Erskine,MN,355,3.399,47.666983,-96.00996
67057,PILOT TRAVEL CENTERS #146,"I-90, EXIT 12",Castleton On Hudson,NY,12,3.999,42.530813,-73.755302
67058,PILOT TRAVEL CENTERS #368,"I-72, EXIT 144",Decatur                                 ,IL,280,3.599,39.845416,-88.952415
67058,PILOT TRAVEL CENTER #368,"I-72, EXIT 144",Decatur                                 ,IL,280,3.559,39.845416,-88.952415
67058,PILOT TRAVEL CENTER #368,"I-72, EXIT 144",Decatur                                 ,IL,280,3.459,39.845416,-88.952415
67058,PILOT TRAVEL CENTERS #368,"I-72, EXIT 144",Decatur                                 ,IL,280,3.499,39.845416,-88.952415
67060,PILOT TRAVEL CENTERS #151,"I-5, EXIT 99NE",Olympia,WA,977,4.599,47.045102,-122.895008
67063,PILOT TRAVEL CENTERS #330,"I-35, EXIT 184 SW",New Braunfels,TX,740,3.399,29.702827,-98.125735
67064,LOVES TRAVEL STOP #385,"I-40, EXIT 101 & US-281",Hinton,OK,483,3.38566666,35.471552,-98.355659
67065,TA GREENWOOD TRAVEL CENTER,"I-20, EXIT 5 & US-79",Greenwood,LA,745,3.16566666,32.443521,-93.974908
67066,LOVES TRAVEL STOP #361,"I-80, EXIT 168",Newton,IA,320,3.76233333,41.699714,-93.053885
67067,LOVES TRAVEL STOP #377,"I-76/US-6, EXIT 31 & SR-52",Hudson,CO,800,3.459,40.073443,-104.642986
67069,FLYING J FUEL STOP #621,"I-70, EXIT 359 & US-24",Limon,CO,800,3.899,39.263165,-103.687774
67069,FLYING J TRAVEL PLAZA #621,"I-70, EXIT 359 & US-24",Limon,CO,800,3.874,39.263165,-103.687774
67070,CASEYS #4225,"SR-155N, EXIT 26-A",Nashville,TN,460,3.06233333,36.162277,-86.774298
67071,FAS MART #5154,"I-270, EXIT 3 & SR-3",Hartford,IL,574,3.299,38.833382,-90.09594
67071,FAS MART #5154,"I-270, EXIT 3 & SR-3",Hartford,IL,574,3.279,38.833382,-90.09594
67073,PILOT TRAVEL CENTERS #81,"I-79, EXIT 99",Portersville,PA,165,4.259,40.925511,-80.144255
67075,CM FOREST GOLD,SR-16,Amite,LA,600,3.399,30.726575,-90.508982
67076,CASH MAGIC LUCKY MAGNOLIA,SR-63/SR-16,Denham Springs,LA,600,3.399,30.486856,-90.956213
67077,CASH MAGIC BROUSSARD SOUTH,US-90,Broussard,LA,600,3.399,30.147151,-91.961241
67078,CASH MAGIC SILVER FOX,SR-63/SR-16,Denham Springs,LA,600,3.399,30.486856,-90.956213
67081,LOVES TRAVEL STOP #376,"I-85/SR-403, EXIT 28 & SR-54/SR-100",Hogansville,GA,18,3.689,33.173177,-84.914936
67082,PILOT TRAVEL CENTERS #179,"I-81, EXIT 5-B",Hagerstown,MD,22,3.959,39.643045,-77.719108
67085,PILOT TRAVEL CENTERS #210,"I-287, EXIT 66 & SR-17",Mahwah,NJ,105,3.899,41.088707,-74.143755
67086,SPEEDWAY #7945,SR-24,Swansboro,NC,205,3.699,34.689673,-77.123217
67087,SPEEDWAY #8189,"I-40, EXIT 408 & SR-210 & US-117",Rocky Point,NC,245,3.60566666,34.435168,-77.887764
67088,PILOT #4580,"I-26, EXIT 82",Prosperity,SC,30,3.42566666,34.209867,-81.533858
67090,LOVES TRAVEL STOP #373,US-69 & PLATTER RD,Calera,OK,253,3.229,33.934543,-96.428602
67091,SPEEDWAY #7903,SR-211,Raeford,NC,63,3.699,34.981,-79.2242
67092,SPEEDWAY #8288,US-64 & SR-149,Plymouth,NC,177,3.20733333,35.866828,-76.748555
67094,SPEEDWAY #7943,US-64/SR-49 & US-220,Asheboro,NC,65,3.54233333,35.707915,-79.813645
67095,SPEEDWAY #8297,US-17 & US-17 BYP,Chocowinity,NC,205,3.13233333,35.512596,-77.100923
67096,SPEEDWAY #6997,I-95/US-301,Fayetteville,NC,63,3.39566666,35.052576,-78.878292
67097,SPEEDWAY #8298,SR-11/SR-55,Kinston,NC,205,3.353,35.262664,-77.581635
67101,SPEEDWAY #7974,US-601 & SR-24/SR-27,Midland,NC,46,3.429,35.227366,-80.500622
67103,SPEEDWAY #8225,US-13/US-17 & US-64,Williamston,NC,205,3.849,35.854604,-77.055511
67106,PILOT TRAVEL CENTER #4656,"I-295, EXIT 3-A & US-460",Disputanta,VA,180,3.57233333,37.123709,-77.224178
67107,SPEEDWAY/7fleet #4595,US-501 & SR-544,Conway,SC,205,3.089,33.836003,-79.047814
67108,SPEEDWAY/7fleet #4594,SR-90,Longs,SC,205,3.309,33.938527,-78.733052
67109,SPEEDWAY #4676,US-13/SR-32,Suffolk,VA,130,3.799,36.728134,-76.583468
67113,COLUMBUS WEST TRAVEL CENTER,"US-151, EXIT 118",Columbus,WI,420,3.119,43.339262,-89.015772
67114,SPEEDWAY #1415,"I-57, EXIT 306 & US-45/US-52",Kankakee,IL,280,3.379,41.12539,-87.848682
67114,SPEEDWAY #1415,"I-57, EXIT 306 & US-45/US-52",Kankakee,IL,280,3.339,41.12539,-87.848682
67115,CIRCLE K #3912,"I-24/SR-27, EXIT 155 & SR-28",Jasper,TN,285,2.889,35.074245,-85.626079
67117,MCCLURE OIL #65,US-31 & SR-38,Cicero                                  ,IN,375,3.889,40.132322,-86.01379
67118,ABELS QUIK SHOP #20,US-36 & CR-437,Hannibal,MO,540,3.06566666,39.70825,-91.358741
67119,EASTWAY TRUCKSTOP,SR-80,Somerset,KY,410,3.599,37.092022,-84.604108
67120,LOVES TRAVEL STOP #379,"I-10 & CR 255, EXIT 262 SW",Lee,FL,20,3.789,26.599926,-81.882313
67121,BETTY BEAVERS TRUCKSTOP,"I-88, EXIT 12 & CR-48",Otego                                   ,NY,12,3.819,42.397302,-75.173502
67122,WORKMANS TRAVEL CENTER,"I-540, EXIT 24 & SR-282",Alma,AR,735,3.37233333,35.477865,-94.221875
67125,LOVES TRAVEL STOP #370,I-80 EXIT 234,Hubbard,OH,573,3.46566666,41.156426,-80.568888
67126,PILOT TRAVEL CENTERS #366,"I-40, EXIT 85 CHRISTMASVILLE RD",Jackson,TN,435,3.509,35.614445,-88.817742
67127,LOVES TRAVEL STOP #381,"I-65, EXIT 322 & CR-55",Falkville,AL,615,3.849,34.368429,-86.908616
67129,PILOT TRAVEL CENTER #920,"I-70, EXIT 54",Colby,KS,525,3.634,39.395966,-101.052688
67129,PILOT TRAVEL CENTERS #920,"I-70, EXIT 54",Colby,KS,525,3.649,39.395966,-101.052688
67130,Pilot Travel Centers #473,"I-55, EXIT 248 & US-6",Channahon                               ,IL,290,3.499,41.429475,-88.228673
67130,Pilot Travel Centers #473,"I-55, EXIT 248 & US-6",Channahon                               ,IL,290,3.359,41.429475,-88.228673
67130,Pilot Travel Center #473,"I-55, EXIT 248 & US-6",Channahon                               ,IL,290,3.459,41.429475,-88.228673
67130,Pilot Travel Center #473,"I-55, EXIT 248 & US-6",Channahon                               ,IL,290,3.599,41.429475,-88.228673
67130,Pilot Travel Centers #473,"I-55, EXIT 248 & US-6",Channahon                               ,IL,290,3.399,41.429475,-88.228673
67130,Pilot Travel Center #473,"I-55, EXIT 248 & US-6",Channahon                               ,IL,290,3.399,41.429475,-88.228673
67133,LOVES TRAVEL STOP #365,I-80 EXIT 352,Wells,NV,835,3.71566666,41.110726,-114.963144
67137,PILOT TRAVEL CENTERS #485,"I-80, EXIT 173",Winnemucca                              ,NV,966,3.77066666,40.972429,-117.734802
67138,Kum N Go #0561,US-65 & SR-744,Springfield,MO,535,2.899,37.208173,-93.292271
67139,LOVES TRAVEL STOP #383,I-71 EXIT 55 & SR-1039,Sparta,KY,415,3.749,38.688077,-84.898804
67140,Maverik Country Store #5069,I-35 EXIT 133,Ellsworth,IA,320,3.09566666,42.312096,-93.578696
67141,KUM & GO #0022,"I-80, EXIT 182 & SR-146",Grinnell,IA,320,3.19733333,41.743024,-92.723964
67143,ALL AMERICAN STORES #7,US-30,Fort Wayne,IN,370,3.559,41.07999,-85.138601
67149,HOOPS TRAVEL CENTER,I-39 & SR-21,Coloma,WI,395,3.18233333,44.034437,-89.522392
67150,Maverik Country Store #5119,"US-30, EXIT 150",Ames,IA,320,3.08233333,42.026757,-93.617045
67151,CASEYS #2523,"SR-163, EXIT 29 & SR-14",Monroe,IA,320,3.199,41.014252,-92.879254
67155,PILOT TRAVEL CENTER #1219,"I-70, EXIT 61",Vandalia,IL,540,3.699,38.960601,-89.093678
67155,PILOT TRAVEL CENTER #1219,"I-70, EXIT 61",Vandalia,IL,540,3.759,38.960601,-89.093678
67155,PILOT #1219,"I-70, EXIT 61",Vandalia,IL,540,3.699,38.960601,-89.093678
67158,GOLDEN GATE AUTO TRUCK PLAZA,"I-80 , EXIT 32",Sparks,NV,966,3.539,39.540468,-119.748723
67160,LOVES TRAVEL STOPS #378,"I-77, EXIT 132 ",Ripley,WV,44,3.589,38.818968,-81.711885
67160,LOVES TRAVEL STOP #378,"I-77, EXIT 132 ",Ripley,WV,44,3.621,38.818968,-81.711885
67162,PILOT TRAVEL CENTERS #495,"I-80 , EXIT 201",Brooklyn,IA,380,3.78566666,41.728646,-92.445594
67162,PILOT TRAVEL CENTER #495,"I-80 , EXIT 201",Brooklyn,IA,380,3.699,41.728646,-92.445594
67163,LOVES TRAVEL STOP #358,"I-78, EXIT 23",Hamburg,PA,208,3.85733333,40.555308,-75.982408
67164,FLYING J TRAVEL PLAZA #510,"I-15 , EXIT 188",Scipio,UT,835,3.689,39.245522,-112.104296
67165,SOMERSET TRAVEL CENTER,"I-76 , EXIT 110",Somerset,PA,14,4.219,39.998002,-79.041553
67166,Circle K #4705726,US-33,Carroll,OH,315,3.24566666,40.525036,-81.092723
67167,LOVES TRAVEL STOP #372,"I-84, EXIT 374",Ontario,OR,982,3.689,44.026553,-116.962938
67168,LOVES TRAVEL STOP #455,"I-70, EXIT 145",Ellis,KS,525,3.623,38.915304,-99.317253
67168,LOVES TRAVEL STOPS #455,"I-70, EXIT 145",Ellis,KS,525,3.689,38.915304,-99.317253
67169,JD ORANGEBURG,US-301/US-601/SR-4,Orangeburg,SC,135,3.34233333,33.49182,-80.855648
67170,FAST TRACK #410,"I-10, EXIT 258",Madison                                 ,FL,20,3.749,30.451435,-83.452452
67174,KWIK STAR #419,"US-218, EXIT 218",Charles City,IA,433,3.539,43.066218,-92.679426
67175,KWIK STAR #428,SR-9,Cresco,IA,515,3.524,43.373615,-92.116144
67178,KWIK STAR #701,US-63,Denver,IA,565,3.499,42.671375,-92.337216
67182,KWIK STAR #817,US-52 & SR-24,Calmar,IA,565,3.579,43.182802,-91.86481
67185,KWIK TRIP #385,SR-19/SR-3,Northfield,MN,451,3.499,44.458204,-93.161159
67186,KWIK TRIP #424,SR-15 & CR-26,Fairmont,MN,425,3.399,43.652178,-94.461083
67192,KWIK TRIP #464,US-63,Rochester,MN,515,3.54066666,44.023439,-92.463018
67193,KWIK TRIP #609,SR-16 & SR-43,Rushford,MN,515,3.499,43.808261,-91.753126
67195,KWIK TRIP #646,US-169 & CR-53,Blue Earth,MN,425,3.324,44.010972,-94.056064
67196,KWIK TRIP #753,US-14 & SR-42,Eyota,MN,515,3.61566666,43.988751,-92.22924
67200,KWIK TRIP #319,SR-13,Spencer,WI,395,3.47566666,44.757488,-90.298707
67202,KWIK TRIP #328,US-53 & SR-95,Blair,WI,295,3.23733333,44.294624,-91.233843
67204,KWIK TRIP #337,SR-65,New Richmond,WI,451,3.499,45.122729,-92.537502
67206,KWIK TRIP #352,US-53,Chippewa Falls,WI,295,3.40733333,44.937132,-91.393212
67207,KWIK TRIP #354,SR-26,Watertown,WI,420,3.37233333,43.194335,-88.724182
67208,KWIK TRIP #363,US-14 & CR-O,Richland Center,WI,420,3.389,43.33553,-90.385414
67209,KWIK TRIP #386,SR-64,Merrill,WI,395,3.499,45.180522,-89.683459
67211,KWIK TRIP #392,SR-49/SR-23,Ripon,WI,582,3.39066666,43.844241,-88.838716
67219,KWIK TRIP #455,US-8 & SR-27,Ladysmith,WI,295,3.27233333,45.464252,-91.100864
67220,KWIK TRIP #456,"US-18/151, EXIT 79 & CR-PB",Verona,WI,420,3.579,42.990549,-89.533558
67221,KWIK TRIP #457,"I-41/US-41, EXIT 116 & SR-44/SR-91",Oshkosh,WI,582,3.29066666,44.020692,-88.540857
67223,KWIK TRIP #476,"US-53, EXIT 140",Rice Lake,WI,295,3.43233333,45.502793,-91.733423
67226,KWIK TRIP #494,US-53 & SR-35,Onalaska,WI,515,3.33566666,43.883061,-91.234354
67229,KWIK TRIP #740,SR-15,Hortonville,WI,582,3.509,44.335037,-88.639343
67230,KWIK TRIP #750,US-14/US-61/SR-35,La Crosse,WI,515,3.299,43.812284,-91.251435
67233,KWIK TRIP #807,US-10,Brillion,WI,582,3.36566666,44.177219,-88.064263
67234,KWIK TRIP #847,SR-33 & SR-82/SR-80,Wonewoc,WI,395,3.499,43.653838,-90.223155
67235,FLYING J TRAVEL PLAZA #507,I-35,Jarrell,TX,765,3.22066666,30.824909,-97.604454
67237,OUTPOST TRAVEL CENTER,US-79 & CR-111,Minden,LA,745,3.13233333,32.615428,-93.286835
67239,RELAY STATION,SR-1,Shreveport,LA,745,3.13233333,32.513536,-93.747784
67241,RELAY STATION 3,SR-175,Frierson,LA,745,3.259,32.251825,-93.689901
67242,SPEEDWAY #6940,"I-77, EXIT 85 & SR-268",Elkin,NC,65,2.859,36.24405,-80.850797
67243,LOVES TRAVEL STOP #386,"I-40, EXIT 9 & SR-95",Lake Havasu City,AZ,910,3.92233333,34.47753,-114.337997
67245,SPEEDWAY #4582,US-378,Conway,SC,205,3.089,33.836003,-79.047814
67246,SPEEDWAY #7941,US-17 & SR-24,Jacksonville,NC,245,3.32566666,34.750996,-77.430983
67247,CIRCLE K #4707512,"I-93, EXIT 47",Methuen,MA,170,3.799,42.726202,-71.190892
67248,SPEEDWAY #6962,"I-40, EXIT 303",Garner,NC,177,2.92066666,35.711264,-78.614171
67255,LOVES TRAVEL STOP #393,"I-55, EXIT 13",Mccomb,MS,620,3.239,31.243578,-90.453589
67262,PILOT TRAVEL CENTERS #497,"I-20, EXIT 165",Lincoln,AL,615,3.199,33.613159,-86.118306
67262,PILOT TRAVEL CENTER #497,"I-20, EXIT 165",Lincoln,AL,615,3.109,33.613159,-86.118306
67264,CIRCLE K #4707016,US-1,Princeton,ME,170,3.88233333,45.224685,-67.575879
67265,CIRCLE K #4707048,US-2,Lincoln,ME,170,3.73233333,44.113757,-69.535134
67269,ONVO TRAVEL PLAZA - GOULDSBORO,"I-380, EXIT 13 & SR-507",Gouldsboro,PA,200,3.58566666,41.245961,-75.455508
67271,KWIK TRIP #330,US-169 & SR-25,Belle Plaine,MN,451,3.379,44.622741,-93.768573
67272,PILOT TRAVEL CENTER #922- TOWN PUMP,US-2 & SR-40,Columbia Falls                          ,MT,820,3.649,48.369717,-114.191582
67273,LOVES TRAVEL STOP #396,I-26 EXIT 76,Newberry,SC,30,3.41566666,34.326688,-81.583009
67274,KWIK STAR #790,"US-20, EXIT 275 & SR-13",Manchester,IA,335,3.56233333,42.484091,-91.455538
67275,KWIK TRIP #481,US-61,Red Wing                                ,MN,451,3.324,44.562468,-92.533801
67279,LOVES TRAVEL STOP #391,"I-74, EXIT 123",Saint Paul,IN,375,3.989,39.427907,-85.628025
67281,PARKERS SURRENCY #208,US-341/SR-27 & SR-121,Surrency,GA,195,3.58566666,31.723626,-82.198562
67282,RUTTERS #65,"I-81, EXIT 14 & US-11",Chambersburg,PA,70,4.399,39.937511,-77.661259
67283,PILOT #4597,"I-40, EXIT 258/SR-53",Gordonsville,TN,460,3.24566666,36.172903,-85.929997
67284,LOVES TRAVEL STOP #390,"I-80, EXIT 179",North Platte,NE,475,3.45566666,41.136833,-100.761282
67285,CASEY'S #4504,"I-35, EXIT 159 & CR-C47",Dows,IA,433,3.299,42.656391,-93.500929
67292,LOVES TRAVEL STOP #304,"I-59, EXIT 174",Steele,AL,615,3.989,33.93982,-86.201644
67293,KWIK TRIP #367,SR-33/CR-A,Fox Lake,WI,582,3.24566666,43.565543,-88.906498
67294,MAPLEFIELDS,"I-87, EXIT 42/SR-11",Champlain,NY,300,3.799,44.986656,-73.446693
67296,LOVES TRAVEL STOP #340,"I-15, EXIT 64 & US-93",Las Vegas,NV,910,3.689,36.167426,-115.148413
67297,BAR-B,I-20 EXIT 370 & FM-919,Gordon                                  ,TX,637,2.93233333,32.548464,-98.369216
67298,SPEEDWAY #5360,US-42,London,OH,315,3.099,39.886449,-83.448253
67302,KUM & GO #0187,"I-90, EXIT 87",Sherburn,MN,440,3.18733333,43.652178,-94.726925
67303,KUM & GO #0615,"I-29, EXIT 15",Elk Point,SD,527,3.07233333,42.686532,-96.682922
67304,JACKRABBIT JUNCTION,"SR-60, EXIT 51 & CR-A22",Sibley                                  ,IA,521,3.26566666,43.398985,-95.752026
67305,RELAY STATION,"I-20, EXIT 3",Bethany,LA,745,3.12233333,32.373768,-94.037965
67306,150 QUICK STOP,US-150/SR-605,Bardstown,KY,415,3.17233333,37.809246,-85.466902
67307,CMS FUELING CENTER,I-69 EXIT 153 AT MILE 153,Lapeer                                  ,MI,342,3.899,43.090476,-83.233371
67308,FUEL STAR,SR-48,New Orleans,LA,619,3.279,29.956142,-90.073393
67311,HOLIDAY STATIONSTORE #2746409,US-53 & CR-13,Duluth,MN,334,3.499,46.783829,-92.105268
67312,RHODES 101 STOP #790,"I-55, EXIT 91",Scott City                              ,MO,275,3.424,37.21635,-89.526124
67313,Majors 660 Diboll Truck Plaza,US-59,Diboll                                  ,TX,610,2.83233333,31.187132,-94.781041
67316,LOVES TRAVEL STOP #302,US-287 & US-412,Boise City,OK,585,3.40233333,36.729789,-102.513132
67321,LOVES TRAVEL STOP #388,"I-55, EXIT 246 & SR-35",Batesville,MS,655,3.46066666,34.316488,-89.952711
67322,LOVES TRAVEL STOP #398,"US-78, EXIT 81 & SR-178",Tupelo,MS,435,3.88233333,34.257607,-88.703386
67323,PUMP & PANTRY #13,US-281/SR-92,Saint Paul,NE,330,3.30733333,41.213407,-98.458065
67325,LOVES TRAVEL STOP #225,"I-65, EXIT 93 & US-84",Evergreen,AL,720,3.339,31.433499,-86.956918
67327,FLYING J #796,"QEW 2, EXIT 401",Red Deer                                ,AB,80,4.7314019,30.026658,-95.117643
67327,FLYING J #796,"QEW 2, EXIT 401",Red Deer                                ,AB,80,4.51093964,30.026658,-95.117643
67327,FLYING J #796,"QEW 2, EXIT 401",Red Deer                                ,AB,80,4.51858925,30.026658,-95.117643
67327,FLYING J #796,"QEW 2, EXIT 401",Red Deer                                ,AB,80,4.73244636,30.026658,-95.117643
67327,FLYING J #796,"QEW 2, EXIT 401",Red Deer                                ,AB,80,4.7303579,30.026658,-95.117643
67327,FLYING J #796,"QEW 2, EXIT 401",Red Deer                                ,AB,80,4.74116815,30.026658,-95.117643
67328,FLYING J #792,TCH 1 & HWY-542,Brooks                                  ,AB,50,4.7303579,29.34514,-98.443358
67328,FLYING J #792,TCH 1 & HWY-542,Brooks                                  ,AB,50,4.74116815,29.34514,-98.443358
67328,FLYING J #792,TCH 1 & HWY-542,Brooks                                  ,AB,50,4.74186729,29.34514,-98.443358
67328,FLYING J #792,TCH 1 & HWY-542,Brooks                                  ,AB,50,4.73383969,29.34514,-98.443358
67328,FLYING J #792,TCH 1 & HWY-542,Brooks                                  ,AB,50,4.73244636,29.34514,-98.443358
67328,FLYING J #792,TCH 1 & HWY-542,Brooks                                  ,AB,50,4.7314019,29.34514,-98.443358
67329,LOVES TRAVEL STOP #387,"I-85, EXIT 4",Fair Play,SC,16,3.21233333,34.511213,-82.985425
67331,LOVES TRAVEL STOP #227,"I-20 /I-59, EXIT 100 & SR-216",Mc Calla,AL,615,3.159,40.833358,-80.545532
67333,PILOT #880,"I-84, EXIT 1",Montague,NJ,105,3.999,41.30315,-74.793499
67334,KWIK TRIP #338,US-51,Plover,WI,395,3.299,44.456358,-89.544007
67335,TOP STOP MARKET,"I-24, EXIT 111",Manchester,TN,285,3.01566666,35.4832,-86.08873
67336,LOVES TRAVEL STOPS #342,"I-37, EXIT 72 & US-281",Three Rivers,TX,740,3.089,28.464761,-98.180976
67336,LOVES TRAVEL STOP #342,"I-37, EXIT 72 & US-281",Three Rivers,TX,740,3.169,28.464761,-98.180976
67337,KWIK TRIP #422,"I-94, EXIT 322",Oak Creek,WI,444,3.744,42.898729,-87.917797
67338,HUTCH'S #114,US-81,Enid,OK,337,2.999,36.396762,-97.879134
67340,MCCLURE,I-74 EXIT  34,Crawfordsville                          ,IN,375,3.61566666,40.040863,-86.899738
67341,CASEYS #3898,"US-151, EXIT 49 & CR-E34",Anamosa,IA,380,3.359,42.108337,-91.285159
67342,One9 #1414,"I-81, EXIT 128",Elliston,VA,185,3.24233333,37.215215,-80.230059
67343,EAGLE EXPRESS,US-41,Peshtigo,WI,360,3.399,44.864431,-87.719068
67344,DODGE CITY SHELL,"I-65, EXIT 299",Hanceville,AL,615,3.95233333,34.062328,-86.7627
67345,STEELE SERVICE STATION,"I-59, EXIT 174",Steele,AL,587,3.889,33.93982,-86.201644
67348,LOVES TRAVEL STOP #389,I-90 EXIT 241,Conneaut,OH,305,3.849,41.944098,-80.556101
67350,DE PERE SUPER STORE,US-41,De Pere,WI,360,3.25566666,44.449358,-88.059999
67356,PRIDE CONVENIENCE STORE,"I-91, EXIT 8 & US-20",Springfield,MA,100,3.559,42.101876,-72.588673
67357,LOVES TRAVEL STOP #353,"I-29, EXIT 62",Fargo,ND,341,3.52566666,46.877229,-96.789821
67358,KWIK TRIP #453,SR-35/SR-65,River Falls,WI,451,3.44733333,44.85965,-92.625505
67359,SAGE HILL TRAVEL CENTER,"I-15, EXIT 89 & US-91",Blackfoot                               ,ID,825,3.569,43.190039,-112.348357
67360,BP,"I-95/SR-405, EXIT 49 & SR-251",Darien                                  ,GA,195,3.539,31.370226,-81.43399
67361,SUMNER TRUCK STOP,SR-167,Sumner,WA,977,4.299,47.206188,-122.231238
67362,TA Glenrio,"I-40, Exit 369 & SR-392",San Jon,NM,585,3.899,35.106435,-103.330938
67364,KWIK TRIP #373,"I-94, EXIT 295",Waukesha,WI,444,3.45733333,43.062254,-88.312389
67365,KWIK TRIP #491,US-151,Manitowoc,WI,582,3.38233333,44.099834,-87.827992
67366,KWIK TRIP #499,"I-43, EXIT 57",New Berlin,WI,444,3.49066666,42.976218,-88.108497
67367,KWIK TRIP #757,US-14/US-61/SR-27,Viroqua,WI,515,3.359,43.556917,-90.888741
67368,KWIK TRIP #653,"I-39, EXIT 87 & US-51/SR-16",Portage,WI,420,3.274,44.460493,-89.510882
67369,KENOSHA TRAVEL PLAZA,"I-94, EXIT 340/US-41 & SR-142",Kenosha,WI,444,3.719,42.584677,-87.821226
67370,CIRCLE M #43,US-441/US-23/SR-15,Rabun Gap                               ,GA,30,3.549,34.957214,-83.386454
67371,PARAMOUNT TRAVEL PLAZA,"I-30, EXIT 46 & SR-19",Prescott,AR,635,3.379,33.802611,-93.381006
67380,MILLERS TRAVEL CENTER,"I-80, EXIT 1",Wendover,UT,835,3.599,40.737597,-114.03142
67381,ENMARKET #875,US-78 & US-21,Branchville,SC,195,3.26566666,33.251271,-80.815652
67382,CORNER PANTRY TRAVEL PLAZA,SR-79 & SR-40,Hermosa,SD,506,3.299,43.839867,-103.191374
67383,FRIENDSHIP FOOD MART #96,SR-101/SR- 2,Sandusky,OH,550,3.529,41.295156,-83.155544
67389,COUCHE-TARD,"H-20, EXIT 145",Saint-Liboire,QC,300,4.7303579,,
67389,COUCHE-TARD,"H-20, EXIT 145",Saint-Liboire,QC,300,4.73244636,,
67389,COUCHE-TARD,"H-20, EXIT 145",Saint-Liboire,QC,300,4.7314019,,
67389,COUCHE-TARD,"H-20, EXIT 145",Saint-Liboire,QC,300,4.73383969,,
67389,COUCHE-TARD,"H-20, EXIT 145",Saint-Liboire,QC,300,4.74116815,,
67389,COUCHE-TARD,"H-20, EXIT 145",Saint-Liboire,QC,300,4.74186729,,
67391,SHOEMAKERS SHELL TRAVEL CENTER,I-80 EXIT 395 AT MILE 395,Lincoln,NE,413,3.349,40.808886,-96.707775
67393,LOVES TRAVEL STOP #280,"I-10, EXIT 114",Buckeye,AZ,930,3.569,33.37032,-112.583776
